Week,year,India,United states,Hindustani classical music: (Worldwide),Mauritius,Sri Lanka,Trinidad and Tobago,Singapore,United Arab Emirates,Malaysia,Philippines,Pakistan,Indonesia,Netherlands,United Kingdom,Canada,Australia,Sweden,Venezuela,Saudi Arabia,Japan,Germany,Nepal,Qatar,Bangladesh,Vietnam,Thailand,Bolivia,Colombia,Peru,Region,Popularity,Year_map,Country_map,Type_map
06-07-2014,2014,31,17,53,0,0,0,100,0,0,100,100,0,0,56,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,Assam,22,2017,India,Countrywise
13-07-2014,2014,57,17,72,0,100,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,Madhya Pradesh,20,2017,India,Countrywise
20-07-2014,2014,40,17,39,0,0,0,0,0,55,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rajasthan,20,2017,India,Countrywise
27-07-2014,2014,45,17,53,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,Himachal Pradesh,20,2017,India,Countrywise
03-08-2014,2014,53,55,75,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandigarh,20,2017,India,Countrywise
10-08-2014,2014,40,50,80,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Haryana,19,2017,India,Countrywise
17-08-2014,2014,86,33,61,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Delhi,19,2017,India,Countrywise
24-08-2014,2014,46,33,64,0,0,0,0,48,0,0,0,100,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,Bihar,18,2017,India,Countrywise
31-08-2014,2014,85,33,100,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gujarat,13,2017,India,Countrywise
07-09-2014,2014,39,48,93,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jammu & Kashmir,8,2017,India,Countrywise
14-09-2014,2014,22,32,58,0,0,0,0,0,0,0,0,48,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New Jersey,100,2017,United States,Countrywise
21-09-2014,2014,100,65,75,0,0,0,0,45,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Virginia,92,2017,United States,Countrywise
28-09-2014,2014,37,32,54,0,0,0,96,0,0,0,0,99,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Missouri,87,2017,United States,Countrywise
05-10-2014,2014,39,48,57,0,0,0,0,100,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,California,78,2017,United States,Countrywise
12-10-2014,2014,72,48,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ohio,69,2017,United States,Countrywise
19-10-2014,2014,37,0,52,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Washington,63,2017,United States,Countrywise
26-10-2014,2014,44,16,49,0,0,0,0,0,0,50,0,98,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oregon,53,2017,United States,Countrywise
02-11-2014,2014,27,31,60,0,0,0,95,0,0,97,85,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,Pennsylvania,51,2017,United States,Countrywise
09-11-2014,2014,48,16,64,0,0,0,0,46,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,51,2017,United States,Countrywise
16-11-2014,2014,60,95,57,0,45,0,96,0,0,48,0,0,50,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,North Carolina,35,2017,United States,Countrywise
23-11-2014,2014,22,50,55,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Illinois,33,2017,United States,Countrywise
30-11-2014,2014,50,30,63,0,0,0,0,0,0,47,0,0,0,0,49,51,0,0,0,0,0,0,0,0,0,0,0,0,0,Georgia,31,2017,United States,Countrywise
07-12-2014,2014,16,46,47,0,44,0,0,0,0,46,0,0,0,52,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Florida,29,2017,United States,Countrywise
14-12-2014,2014,44,33,52,0,0,0,0,0,0,51,85,0,50,54,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,29,2017,United States,Countrywise
21-12-2014,2014,22,38,97,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Michigan,25,2017,United States,Countrywise
28-12-2014,2014,38,53,51,0,44,0,0,0,0,0,0,52,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arizona,19,2017,United States,Countrywise
06-01-2013,2013,90,0,51,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,Massachusetts,15,2017,United States,Countrywise
13-01-2013,2013,54,68,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,England,100,2017,United Kingdom,Countrywise
20-01-2013,2013,36,23,51,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,India,100,2018,Worldwide,Worldwide
27-01-2013,2013,80,22,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sri Lanka,99,2018,Worldwide,Worldwide
03-02-2013,2013,52,0,54,0,62,0,0,54,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mauritius,90,2018,Worldwide,Worldwide
10-02-2013,2013,35,56,55,0,60,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Trinidad & Tobago,77,2018,Worldwide,Worldwide
17-02-2013,2013,59,34,66,0,0,0,0,0,0,0,100,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,United Arab Emirates,32,2018,Worldwide,Worldwide
24-02-2013,2013,66,22,66,0,0,0,0,0,0,0,0,0,0,32,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,Nepal,18,2018,Worldwide,Worldwide
03-03-2013,2013,51,22,45,0,0,0,0,0,0,0,0,58,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Philippines,17,2018,Worldwide,Worldwide
10-03-2013,2013,58,34,37,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pakistan,14,2018,Worldwide,Worldwide
17-03-2013,2013,40,22,44,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,Indonesia,14,2018,Worldwide,Worldwide
24-03-2013,2013,74,34,76,0,0,100,0,0,91,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bangladesh,13,2018,Worldwide,Worldwide
31-03-2013,2013,97,34,57,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Malaysia,13,2018,Worldwide,Worldwide
07-04-2013,2013,72,11,53,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Canada,9,2018,Worldwide,Worldwide
14-04-2013,2013,32,33,45,0,0,0,0,0,0,0,0,55,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,United States,8,2018,Worldwide,Worldwide
21-04-2013,2013,39,68,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,United Kingdom,7,2018,Worldwide,Worldwide
28-04-2013,2013,40,23,25,0,0,0,0,49,0,0,0,0,0,0,49,0,0,0,0,0,30,0,0,0,0,0,0,0,0,Australia,6,2018,Worldwide,Worldwide
05-05-2013,2013,85,56,78,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Netherlands,6,2018,Worldwide,Worldwide
12-05-2013,2013,62,58,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Germany,1,2018,Worldwide,Worldwide
19-05-2013,2013,40,12,56,0,0,0,0,0,91,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nagaland,100,2018,India,Countrywise
26-05-2013,2013,45,36,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Karnataka,98,2018,India,Countrywise
02-06-2013,2013,66,34,84,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tripura,98,2018,India,Countrywise
09-06-2013,2013,59,0,44,0,0,0,0,0,0,52,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kerala,65,2018,India,Countrywise
16-06-2013,2013,38,12,65,0,0,0,0,0,0,100,0,0,0,16,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Odisha,48,2018,India,Countrywise
23-06-2013,2013,81,12,69,0,0,0,0,48,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,West Bengal,46,2018,India,Countrywise
30-06-2013,2013,44,12,50,0,0,0,100,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jharkhand,45,2018,India,Countrywise
07-07-2013,2013,81,0,41,0,0,0,100,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maharashtra,36,2018,India,Countrywise
14-07-2013,2013,88,35,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Telangana,35,2018,India,Countrywise
21-07-2013,2013,57,0,49,0,0,0,0,0,0,0,86,0,100,17,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Delhi,35,2018,India,Countrywise
28-07-2013,2013,78,0,53,0,0,0,0,0,0,50,0,0,0,100,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,Rajasthan,34,2018,India,Countrywise
04-08-2013,2013,100,47,83,0,0,0,0,0,0,48,0,0,0,17,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tamil Nadu,30,2018,India,Countrywise
11-08-2013,2013,57,0,37,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Madhya Pradesh,30,2018,India,Countrywise
18-08-2013,2013,72,34,69,0,0,0,0,100,0,48,0,52,89,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Punjab,30,2018,India,Countrywise
25-08-2013,2013,57,33,90,0,0,0,0,0,88,0,0,100,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chhattisgarh,28,2018,India,Countrywise
01-09-2013,2013,50,45,59,0,0,0,0,0,0,0,0,98,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Andhra Pradesh,27,2018,India,Countrywise
08-09-2013,2013,65,11,50,0,0,0,93,0,0,49,0,48,80,16,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Assam,26,2018,India,Countrywise
15-09-2013,2013,64,33,65,89,0,0,0,46,0,0,0,47,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gujarat,25,2018,India,Countrywise
22-09-2013,2013,21,22,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bihar,25,2018,India,Countrywise
29-09-2013,2013,63,44,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandigarh,25,2018,India,Countrywise
06-10-2013,2013,29,100,69,0,0,0,0,0,0,48,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,23,2018,India,Countrywise
13-10-2013,2013,73,66,58,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Haryana,23,2018,India,Countrywise
20-10-2013,2013,63,22,44,0,100,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goa,22,2018,India,Countrywise
27-10-2013,2013,45,33,49,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uttarakhand,19,2018,India,Countrywise
03-11-2013,2013,92,22,45,88,0,0,0,0,0,0,0,45,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Himachal Pradesh,15,2018,India,Countrywise
10-11-2013,2013,57,32,71,0,0,0,0,0,0,51,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jammu & Kashmir,7,2018,India,Countrywise
17-11-2013,2013,43,11,22,0,0,0,0,44,0,50,0,0,0,15,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oregon,100,2018,United States,Countrywise
24-11-2013,2013,84,46,82,0,0,0,0,0,0,50,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Massachusetts,99,2018,United States,Countrywise
01-12-2013,2013,55,40,40,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,New Jersey,97,2018,United States,Countrywise
08-12-2013,2013,82,11,82,0,0,0,0,0,0,0,69,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,California,68,2018,United States,Countrywise
15-12-2013,2013,76,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pennsylvania,64,2018,United States,Countrywise
22-12-2013,2013,33,13,30,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,North Carolina,59,2018,United States,Countrywise
29-12-2013,2013,27,34,56,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Illinois,50,2018,United States,Countrywise
01-01-2012,2012,49,36,66,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,47,2018,United States,Countrywise
08-01-2012,2012,57,34,67,0,57,0,0,0,0,55,100,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Virginia,38,2018,United States,Countrywise
15-01-2012,2012,88,17,76,0,0,0,0,0,0,0,0,0,100,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,33,2018,United States,Countrywise
22-01-2012,2012,32,33,36,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Washington,23,2018,United States,Countrywise
29-01-2012,2012,64,33,100,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Florida,17,2018,United States,Countrywise
05-02-2012,2012,55,67,74,0,0,0,55,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Michigan,10,2018,United States,Countrywise
12-02-2012,2012,55,33,55,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ohio,8,2018,United States,Countrywise
19-02-2012,2012,55,50,61,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Georgia,8,2018,United States,Countrywise
26-02-2012,2012,62,17,86,0,54,0,0,0,0,0,0,0,0,32,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Scotland,100,2018,United Kingdom,Countrywise
04-03-2012,2012,16,51,40,0,54,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,England,93,2018,United Kingdom,Countrywise
11-03-2012,2012,52,51,49,100,0,0,0,0,0,0,0,0,0,63,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,Mauritius,100,2019,Worldwide,Worldwide
18-03-2012,2012,75,0,30,0,0,0,0,0,0,0,0,0,0,32,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,India,48,2019,Worldwide,Worldwide
25-03-2012,2012,45,17,55,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sri Lanka,38,2019,Worldwide,Worldwide
01-04-2012,2012,23,52,31,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,United Arab Emirates,30,2019,Worldwide,Worldwide
08-04-2012,2012,39,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,Qatar,22,2019,Worldwide,Worldwide
15-04-2012,2012,31,50,45,0,0,0,0,0,0,0,0,0,49,31,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,Bangladesh,12,2019,Worldwide,Worldwide
22-04-2012,2012,47,67,34,50,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Singapore,11,2019,Worldwide,Worldwide
29-04-2012,2012,24,16,40,0,0,0,0,0,0,0,90,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,Philippines,10,2019,Worldwide,Worldwide
06-05-2012,2012,78,100,69,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,United States,3,2019,Worldwide,Worldwide
13-05-2012,2012,8,69,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pakistan,3,2019,Worldwide,Worldwide
20-05-2012,2012,29,17,45,0,0,0,0,96,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Canada,3,2019,Worldwide,Worldwide
27-05-2012,2012,7,17,39,0,0,0,0,0,0,0,0,0,53,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,Australia,3,2019,Worldwide,Worldwide
03-06-2012,2012,71,51,74,0,0,0,0,0,0,52,0,0,0,33,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,United Kingdom,2,2019,Worldwide,Worldwide
10-06-2012,2012,100,17,44,0,0,0,0,0,79,52,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,Indonesia,2,2019,Worldwide,Worldwide
17-06-2012,2012,51,69,73,0,0,0,0,0,0,0,0,100,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Malaysia,2,2019,Worldwide,Worldwide
24-06-2012,2012,43,17,45,0,0,0,0,0,80,100,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Netherlands,2,2019,Worldwide,Worldwide
01-07-2012,2012,35,89,70,0,0,0,0,0,0,49,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sweden,2,2019,Worldwide,Worldwide
08-07-2012,2012,49,17,70,47,100,0,0,0,0,0,84,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colombia,1,2019,Worldwide,Worldwide
15-07-2012,2012,28,17,65,0,0,0,0,0,0,50,88,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Germany,1,2019,Worldwide,Worldwide
22-07-2012,2012,34,16,50,0,0,0,100,0,0,49,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arunachal Pradesh,100,2019,India,Countrywise
29-07-2012,2012,35,33,40,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Karnataka,98,2019,India,Countrywise
05-08-2012,2012,34,17,40,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kerala,82,2019,India,Countrywise
12-08-2012,2012,50,17,70,0,0,10,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,Bihar,53,2019,India,Countrywise
19-08-2012,2012,34,33,55,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,Jharkhand,48,2019,India,Countrywise
26-08-2012,2012,74,0,77,0,50,0,0,0,0,0,83,98,51,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Haryana,47,2019,India,Countrywise
02-09-2012,2012,13,33,73,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Meghalaya,47,2019,India,Countrywise
09-09-2012,2012,33,16,57,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,Uttarakhand,46,2019,India,Countrywise
16-09-2012,2012,33,48,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tripura,45,2019,India,Countrywise
23-09-2012,2012,54,79,56,0,0,0,0,92,0,0,0,0,0,58,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Delhi,41,2019,India,Countrywise
30-09-2012,2012,67,47,42,0,0,0,0,0,73,0,0,0,0,29,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goa,40,2019,India,Countrywise
07-10-2012,2012,72,15,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maharashtra,39,2019,India,Countrywise
14-10-2012,2012,13,15,54,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manipur,39,2019,India,Countrywise
21-10-2012,2012,34,30,40,0,0,0,0,0,73,0,95,0,0,28,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,West Bengal,38,2019,India,Countrywise
28-10-2012,2012,19,46,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jammu & Kashmir,38,2019,India,Countrywise
04-11-2012,2012,20,15,44,0,0,0,0,88,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,Telangana,36,2019,India,Countrywise
11-11-2012,2012,49,60,57,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,36,2019,India,Countrywise
18-11-2012,2012,27,48,53,0,0,7,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tamil Nadu,34,2019,India,Countrywise
25-11-2012,2012,19,14,43,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Odisha,33,2019,India,Countrywise
02-12-2012,2012,51,0,48,0,0,0,0,0,0,0,0,80,44,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Assam,33,2019,India,Countrywise
09-12-2012,2012,30,43,48,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Punjab,33,2019,India,Countrywise
16-12-2012,2012,53,60,67,0,42,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Himachal Pradesh,28,2019,India,Countrywise
23-12-2012,2012,69,17,39,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chhattisgarh,27,2019,India,Countrywise
30-12-2012,2012,28,61,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Madhya Pradesh,27,2019,India,Countrywise
03-01-2021,2021,18,30,33,0,0,0,0,100,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Andhra Pradesh,25,2019,India,Countrywise
10-01-2021,2021,31,45,31,0,54,0,0,0,0,6,0,0,0,44,49,100,0,0,0,0,95,0,0,0,0,0,0,0,0,Gujarat,21,2019,India,Countrywise
17-01-2021,2021,100,15,100,0,0,0,0,0,0,18,0,0,0,0,49,0,0,0,0,0,0,0,100,0,0,0,0,0,0,Rajasthan,21,2019,India,Countrywise
24-01-2021,2021,26,45,38,0,0,0,0,0,0,12,0,0,0,87,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chandigarh,10,2019,India,Countrywise
31-01-2021,2021,30,0,63,0,57,0,0,0,0,19,0,0,0,90,49,100,0,0,0,0,0,0,0,0,0,0,0,0,0,California,100,2019,United States,Countrywise
07-02-2021,2021,36,61,43,0,0,0,0,0,0,12,0,0,0,45,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pennsylvania,96,2019,United States,Countrywise
14-02-2021,2021,36,31,52,0,0,0,0,96,0,25,0,33,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,Missouri,79,2019,United States,Countrywise
21-02-2021,2021,31,15,46,0,0,0,0,0,0,12,89,96,0,45,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ohio,79,2019,United States,Countrywise
28-02-2021,2021,23,31,41,0,56,0,0,95,50,12,0,32,0,45,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Massachusetts,75,2019,United States,Countrywise
07-03-2021,2021,33,62,44,0,0,0,0,97,0,6,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Carolina,69,2019,United States,Countrywise
14-03-2021,2021,75,100,74,0,0,0,0,0,100,18,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tennessee,69,2019,United States,Countrywise
21-03-2021,2021,39,15,49,0,0,0,0,97,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Georgia,69,2019,United States,Countrywise
28-03-2021,2021,31,16,60,0,0,0,0,0,0,82,0,34,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Illinois,65,2019,United States,Countrywise
04-04-2021,2021,15,61,64,31,0,0,0,0,0,63,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,New York,61,2019,United States,Countrywise
11-04-2021,2021,36,62,44,0,0,0,0,96,0,30,98,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Washington,58,2019,United States,Countrywise
18-04-2021,2021,25,46,40,0,0,0,0,0,0,61,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,Texas,55,2019,United States,Countrywise
25-04-2021,2021,39,78,51,0,0,0,0,0,0,48,0,0,0,48,49,0,0,0,0,0,0,0,0,79,0,0,0,0,0,Virginia,47,2019,United States,Countrywise
02-05-2021,2021,21,46,44,0,0,0,0,0,49,36,100,70,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New Jersey,45,2019,United States,Countrywise
09-05-2021,2021,42,48,37,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,Arizona,45,2019,United States,Countrywise
16-05-2021,2021,15,16,34,0,0,0,0,0,0,30,0,36,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Florida,21,2019,United States,Countrywise
23-05-2021,2021,31,63,58,0,0,0,0,0,0,50,0,0,0,50,51,0,0,0,0,0,0,0,0,76,0,0,0,0,0,Michigan,16,2019,United States,Countrywise
30-05-2021,2021,28,32,48,0,0,0,0,0,0,25,0,33,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Scotland,100,2019,United Kingdom,Countrywise
06-06-2021,2021,38,16,40,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,England,73,2019,United Kingdom,Countrywise
13-06-2021,2021,29,16,36,0,100,0,100,0,46,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,India,100,2020,Worldwide,Worldwide
20-06-2021,2021,26,64,49,0,0,0,0,95,0,6,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mauritius,73,2020,Worldwide,Worldwide
